idx_pdf,n1,n2,n3,n4,n5,pb
1927,12,25,37,60,69,20
1928,16,20,22,43,64,17
1929,23,30,33,40,69,12
1930,6,33,34,58,59,12
1931,11,24,41,59,64,15
1932,5,7,9,23,32,26
1933,23,25,39,54,67,11
1934,13,27,47,64,65,9
1935,20,32,52,66,69,23
1936,5,25,26,44,66,9
1937,30,47,57,66,69,3
1938,3,12,16,32,34,14
1939,2,25,33,39,64,17
1940,19,35,46,59,62,13
1941,12,25,30,52,62,8
1942,3,18,25,32,51,3
1943,30,33,35,38,64,22
1944,14,22,23,41,61,9
1945,4,28,49,60,65,25
1946,9,28,30,40,61,3
1947,24,44,53,55,63,19
1948,11,23,42,52,68,6
1949,5,8,15,22,49,25
1950,11,23,43,54,60,3
1951,10,12,13,46,50,21
1952,11,28,50,57,62,23
1953,14,23,32,34,68,3
1954,3,27,34,59,69,19
1955,12,13,44,52,62,6
1956,10,11,21,22,53,18
1957,21,31,64,65,67,5
1958,11,12,15,16,54,25
1959,7,17,27,29,40,25
1960,7,15,18,19,36,20
1961,2,3,40,50,62,5
1962,4,13,31,36,52,8
1963,26,28,31,60,67,23
1964,5,12,16,31,43,18
1965,3,12,40,52,67,21
1966,22,32,34,40,69,19
1967,5,39,44,47,69,24
1968,3,51,52,61,64,6
1969,4,8,19,27,34,10
1970,16,19,32,34,57,13
1971,2,11,47,62,63,17
1972,5,6,15,29,42,10
1973,12,36,38,54,61,22
1974,27,40,44,59,65,20
1975,16,38,55,63,67,25
1976,28,30,41,59,68,10
1977,9,10,32,42,55,6
1978,2,14,19,30,62,22
1979,7,10,16,46,56,1
1980,13,27,33,47,68,13
1981,14,18,19,32,64,9
1982,2,6,47,66,67,2
1983,16,29,53,58,69,21
1984,37,47,50,52,57,21
1985,17,40,41,46,69,6
1986,14,22,37,45,66,5
1987,4,26,32,55,64,18
1988,7,16,25,50,53,15
1989,2,12,17,20,65,17
1990,9,20,25,47,68,7
1991,4,54,56,62,63,10
1992,20,31,56,60,64,2
1993,30,32,42,56,57,11
1994,48,49,57,62,69,19
1995,15,20,29,31,40,1
1996,12,27,29,43,68,1
1997,18,30,40,48,52,9
1998,6,26,33,44,46,4
1999,21,39,40,55,59,17
2000,23,31,42,50,57,5
2001,8,29,41,51,58,5
2002,12,17,26,43,48,24
2003,5,7,24,31,39,7
2004,2,3,13,16,35,27
2005,44,45,47,50,51,8
2006,10,16,18,29,45,19
2007,17,22,30,46,56,16
2008,18,21,25,28,29,16
2009,2,22,32,45,56,12
2010,4,12,14,21,55,7
2011,6,8,43,48,50,7
2012,3,13,17,42,52,24
2013,8,13,29,38,52,28
2014,9,34,48,52,54,15
2015,9,11,14,16,42,19
2016,7,13,24,49,57,15
2017,4,22,27,28,52,35
2018,27,29,34,41,44,2
2019,12,31,43,44,57,11
2020,6,37,39,45,55,33
2021,13,16,34,45,50,11
2022,11,39,46,52,54,3
2023,4,15,25,27,30,18
2024,3,6,14,18,24,21
2025,7,24,26,31,41,25
2026,18,28,35,46,49,27
2027,3,5,10,22,32,7
2028,9,10,16,20,57,15
2029,20,21,22,41,54,7
2030,29,41,48,52,54,29
2031,31,32,48,49,53,25
2032,8,13,18,27,43,15
2033,6,8,13,37,40,11
2034,8,9,25,56,57,22
2035,8,15,34,53,59,23
2036,9,15,17,31,43,16
2037,1,12,28,35,44,25
2038,24,29,38,48,52,32
2039,1,25,29,31,47,7
2040,4,15,17,35,58,17
2041,23,24,27,39,41,30
2042,2,6,11,30,31,33
2043,1,26,34,38,51,6
2044,21,33,35,38,45,12
2045,10,14,25,39,53,18
2046,13,22,23,29,31,17
2047,1,16,21,29,40,30
2048,1,12,32,42,58,12
2049,1,19,45,46,58,29
2050,33,39,40,41,54,28
2051,2,30,33,39,44,1
2052,2,4,6,12,38,17
2053,7,19,23,50,54,14
2054,11,16,30,38,42,7
2055,14,25,30,33,47,8
2056,8,14,39,46,47,18
2057,11,24,31,40,44,27
2058,34,36,38,42,50,33
2059,8,12,15,35,50,32
2060,11,17,25,28,46,12
2061,17,19,21,32,39,8
2062,10,14,18,34,51,26
2063,1,9,29,32,49,22
2064,1,24,44,45,51,28
2065,11,13,25,39,54,19
2066,5,10,21,34,58,33
2067,24,36,51,52,56,22
2068,5,11,16,26,50,34
2069,12,24,35,36,49,1
2070,16,19,20,29,33,10
2071,11,12,15,28,57,23
2072,15,16,23,27,36,9
2073,2,4,10,41,53,22
2074,2,9,19,28,29,19
2075,14,15,47,49,59,10
2076,4,18,43,46,55,25
2077,17,27,37,40,53,35
2078,7,10,11,14,36,15
2079,11,12,46,47,50,22
2080,14,15,19,31,56,5
2081,22,31,38,47,48,15
2082,5,13,28,43,55,33
2083,34,44,48,54,55,10
2084,12,15,22,43,49,14
2085,25,30,32,46,54,26
2086,13,24,30,42,48,27
2087,16,17,22,46,54,35
2088,23,49,53,54,57,35
2089,6,36,38,48,51,17
2090,13,16,33,35,51,28
2091,37,39,51,52,55,11
2092,9,19,33,38,54,15
2093,2,11,19,21,42,34
2094,1,3,13,25,38,17
2095,25,28,48,57,59,16
2096,6,10,51,54,57,12
2097,29,30,40,42,50,16
2098,20,26,27,36,54,19
2099,5,7,19,27,28,20
2100,10,19,37,38,39,28
2101,5,16,31,46,50,18
2102,13,18,24,25,33,31
2103,1,4,18,20,45,7
2104,2,11,35,52,54,13
2105,7,14,21,24,41,26
2106,22,23,30,37,39,16
2107,18,25,36,48,50,23
2108,1,6,16,37,53,27
2109,2,14,39,40,43,13
2110,9,29,31,43,50,18
2111,2,16,43,45,51,35
2112,5,28,31,52,59,27
2113,17,24,26,45,46,19
2114,28,32,35,36,52,31
2115,4,8,21,38,40,3
2116,7,8,17,48,59,9
2117,8,37,39,40,52,24
2118,3,12,31,34,51,24
2119,1,8,24,28,49,24
2120,12,26,44,46,47,29
2121,13,30,42,49,53,29
2122,24,28,30,38,39,16
2123,4,10,12,22,31,3
2124,10,17,25,45,53,9
2125,5,15,18,26,32,35
2126,2,3,7,23,51,26
2127,9,25,42,55,57,14
2128,24,34,36,57,58,11
2129,8,18,45,53,58,35
2130,8,12,34,43,56,9
2131,10,20,25,50,53,35
2132,5,6,37,41,54,26
2133,6,9,29,52,59,7
2134,9,33,42,45,54,30
2135,14,18,25,33,49,23
2136,28,30,35,58,59,15
2137,1,7,10,22,49,24
2138,15,27,31,34,48,1
2139,2,24,28,32,59,25
2140,15,16,28,49,55,18
2141,4,20,34,39,58,31
2142,23,32,39,47,49,22
2143,7,33,39,52,55,33
2144,4,31,41,47,55,1
2145,17,29,31,48,49,34
2146,5,15,16,46,49,26
2147,2,9,11,19,50,32
2148,3,7,22,30,33,20
2149,19,25,29,36,48,12
2150,5,6,29,35,51,21
2151,34,39,42,44,59,8
2152,14,26,45,54,55,20
2153,9,14,44,48,49,29
2154,11,21,26,33,34,29
2155,8,13,19,22,53,24
2156,2,3,12,27,38,17
2157,28,33,41,44,59,21
2158,13,28,31,55,58,15
2159,2,19,23,34,43,14
2160,2,5,34,51,58,9
2161,14,15,28,37,54,10
2162,10,14,24,32,41,30
2163,3,7,9,26,54,19
2164,3,8,25,30,47,13
2165,11,12,17,38,42,2
2166,2,3,13,14,54,4
2167,1,17,35,49,54,34
2168,2,9,14,21,23,3
2169,36,44,49,52,57,1
2170,24,25,34,37,54,29
2171,8,17,32,57,59,24
2172,5,12,15,27,38,7
2173,11,23,28,32,47,20
2174,8,12,18,55,57,2
2175,1,2,7,9,55,29
2176,13,14,19,31,38,25
2177,7,8,9,24,29,25
2178,10,15,33,48,54,34
2179,10,28,39,47,58,22
2180,19,20,37,41,58,14
2181,15,24,40,48,52,23
2182,8,35,44,51,56,18
2183,23,28,38,39,56,32
2184,25,36,40,45,51,8
2185,7,24,37,39,40,1
2186,14,25,32,33,41,34
2187,1,10,13,18,19,27
2188,13,20,32,45,48,17
2189,6,9,11,31,44,25
2190,5,26,44,45,57,29
2191,18,25,50,55,57,17
2192,5,12,43,52,55,10
2193,4,18,23,32,45,7
2194,10,29,37,44,59,10
2195,5,31,50,55,56,9
2196,3,9,37,49,56,32
2197,1,5,10,15,49,22
2198,13,23,24,27,40,17
2199,2,36,40,49,54,10
2200,4,6,34,49,56,29
2201,3,23,31,34,47,13
2202,9,33,54,56,57,5
2203,3,26,28,34,42,28
2204,8,10,26,57,58,4
2205,3,9,19,33,38,18
2206,11,12,17,39,40,5
2207,4,6,25,42,51,17
2208,14,47,52,53,54,5
2209,2,7,17,49,53,23
2210,12,17,45,54,58,13
2211,7,10,22,32,35,19
2212,1,17,25,37,44,20
2213,11,19,33,42,52,33
2214,2,19,22,26,45,24
2215,2,9,26,45,47,11
2216,2,7,25,40,56,20
2217,6,7,9,19,32,13
2218,12,17,25,45,59,19
2219,30,40,42,46,48,23
2220,18,21,46,54,56,23
2221,4,11,17,43,51,20
2222,4,12,14,37,58,13
2223,5,25,30,58,59,32
2224,21,24,36,42,45,15
2225,8,24,39,49,59,5
2226,9,23,40,53,58,6
2227,9,29,40,44,54,7
2228,14,25,27,38,58,6
2229,1,22,34,38,42,17
2230,2,8,22,35,37,6
2231,30,31,45,55,59,27
2232,2,13,35,36,52,11
2233,3,6,29,40,51,4
2234,8,28,30,53,56,16
2235,1,18,33,39,46,33
2236,13,19,23,33,57,28
2237,7,46,47,52,57,17
2238,28,36,40,48,55,1
2239,16,22,23,42,55,32
2240,2,11,22,26,32,19
2241,4,26,33,36,55,32
2242,22,28,33,53,59,14
2243,9,14,17,49,57,2
2244,2,6,19,21,27,25
2245,9,31,35,41,57,26
2246,10,13,14,22,52,11
2247,2,11,26,34,41,32
2248,6,13,19,23,43,16
2249,21,22,26,30,57,27
2250,7,12,26,36,40,17
2251,22,26,31,54,55,18
2252,3,23,48,54,55,5
2253,9,19,31,56,59,2
2254,6,8,30,39,48,20
2255,13,18,36,48,58,28
2256,10,12,31,56,57,33
2257,1,36,40,52,53,20
2258,4,7,8,29,39,24
2259,1,6,8,12,35,3
2260,11,23,26,46,55,27
2261,7,37,43,48,52,16
2262,17,29,31,52,53,31
2263,13,14,17,43,54,15
2264,3,7,21,44,53,16
2265,5,9,28,32,38,29
2266,10,37,40,46,52,12
2267,6,10,23,41,45,1
2268,3,8,13,41,56,16
2269,3,14,20,34,48,21
2270,2,5,31,39,41,29
2271,3,17,19,25,32,17
2272,15,16,46,50,58,29
2273,12,23,25,27,43,29
2274,5,6,16,36,58,3
2275,5,27,36,38,41,12
2276,11,16,33,40,41,34
2277,14,16,32,47,52,16
2278,3,22,26,41,49,18
2279,11,12,24,43,45,9
2280,8,28,29,34,38,35
2281,9,21,28,32,51,35
2282,10,14,21,23,47,7
2283,11,13,20,27,59,26
2284,26,30,49,51,54,25
2285,18,20,28,35,53,20
2286,36,46,50,52,55,14
2287,11,13,23,43,54,4
2288,1,18,35,39,44,11
2289,5,8,20,23,30,3
2290,15,23,40,44,55,14
2291,8,10,25,36,44,28
2292,7,23,26,40,53,21
2293,13,17,19,27,38,12
2294,3,10,19,36,46,3
2295,5,16,22,23,29,6
2296,22,32,37,44,50,34
2297,8,18,24,30,39,26
2298,3,15,27,58,59,20
2299,8,10,30,44,58,13
2300,32,42,50,54,55,32
2301,32,34,45,52,58,20
2302,4,7,9,30,54,25
2303,1,27,31,45,48,5
2304,22,32,34,36,56,33
2305,3,18,21,23,50,4
2306,4,21,28,31,44,10
2307,1,7,10,23,42,35
2308,2,5,25,26,49,18
2309,18,26,29,35,43,28
2310,15,26,34,36,59,35
2311,17,23,36,55,59,10
2312,14,18,28,29,57,8
2313,13,26,39,41,42,10
2314,2,16,18,40,42,33
2315,1,5,8,39,50,23
2316,3,20,26,43,48,1
2317,24,33,36,48,56,6
2318,6,20,34,44,48,29
2319,4,19,26,42,51,29
2320,8,11,21,44,49,22
2321,25,28,49,54,56,28
2322,1,6,7,20,49,23
2323,22,29,31,47,55,19
2324,14,26,41,55,59,1
2325,6,27,46,51,56,21
2326,4,13,39,46,51,1
2327,3,7,11,15,28,12
2328,19,30,48,53,55,18
2329,3,16,48,56,58,4
2330,5,6,13,36,50,13
2331,3,14,35,38,46,16
2332,9,31,38,54,56,20
2333,2,5,20,23,57,3
2334,4,16,32,37,46,13
2335,5,22,36,49,55,23
2336,3,5,29,39,59,29
2337,14,19,35,39,56,33
2338,7,15,20,41,44,22
2339,6,34,40,46,58,6
2340,1,3,41,44,53,30
2341,11,17,29,56,57,14
2342,8,14,15,16,27,26
2343,7,10,14,33,57,18
2344,18,22,45,56,57,27
2345,19,30,33,48,59,27
2346,9,10,17,29,45,33
2347,9,10,24,52,56,14
2348,13,14,41,49,59,14
2349,4,7,26,53,59,32
2350,8,13,35,46,51,30
2351,3,7,21,28,43,2
2352,10,24,35,53,58,22
2353,1,7,11,55,56,1
2354,9,12,20,44,59,23
2355,7,8,33,38,50,29
2356,31,39,40,57,58,33
2357,4,25,29,34,43,29
2358,6,8,20,42,51,16
2359,20,22,39,46,49,29
2360,14,15,16,19,24,2
2361,16,23,42,44,47,2
2362,5,13,17,20,30,18
2363,1,24,33,45,49,6
2364,5,14,36,54,58,27
2365,11,16,29,50,58,33
2366,1,15,35,37,47,8
2367,32,43,53,55,56,6
2368,11,14,49,55,58,30
2369,1,8,41,46,59,24
2370,5,14,17,20,41,5
2371,12,35,45,46,47,12
2372,29,30,45,47,49,35
2373,1,4,11,23,26,14
2374,6,11,42,53,54,7
2375,7,16,17,39,51,32
2376,23,28,50,56,59,5
2377,11,12,32,52,56,11
2378,1,10,37,52,57,11
2379,17,28,38,39,51,33
2380,15,23,43,45,56,7
2381,8,13,17,34,59,35
2382,5,33,41,54,59,13
2383,4,19,28,29,47,5
2384,12,24,43,44,45,7
2385,6,29,34,44,50,28
2386,10,30,36,38,41,1
2387,5,19,29,45,47,25
2388,3,21,24,38,39,24
2389,21,35,46,47,50,2
2390,5,23,25,28,40,34
2391,16,21,27,41,45,14
2392,14,16,30,51,52,19
2393,10,13,15,31,54,18
2394,13,28,49,51,59,33
2395,2,24,46,52,56,19
2396,4,19,33,41,59,9
2397,3,14,20,39,40,37
2398,5,18,33,43,45,8
2399,2,6,34,35,47,22
2400,20,37,39,45,55,28
2401,4,30,35,57,59,25
2402,9,16,17,28,30,11
2403,13,22,25,39,51,28
2404,4,35,36,51,56,8
2405,5,35,57,58,59,12
2406,2,33,39,40,43,26
2407,12,14,34,39,46,36
2408,11,16,40,51,56,38
2409,1,18,21,39,55,6
2410,3,8,23,30,58,13
2411,16,26,35,52,58,2
2412,5,10,24,38,43,1
2413,10,12,23,43,47,18
2414,3,27,35,37,45,31
2415,7,20,43,46,54,17
2416,1,12,23,27,43,31
2417,30,41,50,51,53,8
2418,3,4,12,27,44,26
2419,12,47,48,52,55,13
2420,6,20,22,32,43,11
2421,16,41,42,50,59,5
2422,4,19,22,32,53,24
2423,3,5,18,27,54,13
2424,15,25,52,53,54,2
2425,13,19,35,47,57,29
2426,2,12,25,54,58,14
2427,9,13,47,49,53,39
2428,2,17,23,28,47,36
2429,18,28,31,48,52,37
2430,9,12,35,50,58,4
2431,11,18,36,41,46,38
2432,25,30,54,57,59,6
2433,13,19,21,28,49,11
2434,20,40,41,47,55,19
2435,38,40,41,51,59,33
2436,1,7,27,38,48,30
2437,1,4,38,40,42,17
2438,24,28,48,50,54,25
2439,8,18,19,32,54,8
2440,1,9,11,23,31,6
2441,11,15,24,50,55,8
2442,1,11,18,29,51,32
2443,24,30,45,57,59,26
2444,18,36,39,41,57,12
2445,12,15,19,46,59,12
2446,12,21,22,38,41,18
2447,19,20,38,41,43,29
2448,16,18,27,36,50,8
2449,14,37,44,45,53,29
2450,17,19,39,41,58,21
2451,8,18,38,46,56,31
2452,12,20,43,51,55,11
2453,4,23,31,42,50,23
2454,2,8,40,49,50,36
2455,7,12,13,42,49,16
2456,8,17,18,40,44,16
2457,9,17,32,43,45,31
2458,2,11,27,47,55,15
2459,3,15,27,29,41,24
2460,6,13,15,32,41,3
2461,4,24,40,44,55,5
2462,3,11,47,48,58,19
2463,9,24,34,36,43,27
2464,21,33,44,45,55,7
2465,4,23,39,49,50,39
2466,5,14,32,53,56,11
2467,10,18,41,55,56,15
2468,6,22,34,43,45,23
2469,19,20,42,56,58,37
2470,4,10,11,19,33,27
2471,5,15,26,28,32,9
2472,3,11,20,27,46,8
2473,28,39,40,48,53,9
2474,1,4,12,41,47,3
2475,12,20,28,40,48,8
2476,2,23,31,42,48,21
2477,7,31,50,51,58,6
2478,4,13,17,21,45,10
2479,29,32,36,39,49,29
2480,3,12,34,37,42,36
2481,9,13,21,23,48,24
2482,11,32,36,48,52,19
2483,7,11,39,42,51,30
2484,15,37,41,56,59,5
2485,3,14,33,53,57,36
2486,24,28,45,49,52,2
2487,4,5,36,47,58,6
2488,30,31,34,45,51,23
2489,22,36,51,56,59,32
2490,9,13,22,23,37,31
2491,19,21,23,40,48,27
2492,6,7,26,33,52,24
2493,22,26,32,38,40,7
2494,18,22,37,47,54,36
2495,3,16,18,20,37,30
2496,1,17,38,50,52,24
2497,11,33,44,46,47,12
2498,4,11,19,33,43,14
2499,10,11,18,32,45,18
2500,1,8,10,19,20,23
2501,8,11,25,41,58,16
2502,13,24,27,31,42,22
2503,5,10,11,12,20,2
2504,10,30,37,47,54,39
2505,8,20,21,32,37,4
2506,10,12,38,53,57,1
2507,14,16,53,54,59,5
2508,17,30,48,51,54,29
2509,5,8,11,40,44,10
2510,7,12,23,34,38,33
2511,34,38,39,45,50,33
2512,1,7,27,36,49,39
2513,20,24,25,53,59,15
2514,2,7,16,20,46,34
2515,7,17,20,39,59,17
2516,11,12,15,16,28,11
2517,12,22,32,34,46,2
2518,2,6,32,42,49,35
2519,14,26,37,41,46,24
2520,12,20,30,36,47,25
2521,13,44,51,52,55,30
2522,8,16,27,35,42,30
2523,10,24,36,52,55,15
2524,1,18,37,39,44,13
2525,7,20,21,34,43,34
2526,7,17,20,36,59,33
2527,10,35,39,51,57,20
2528,11,14,22,33,42,38
2529,17,20,21,40,51,19
2530,4,22,27,32,56,13
2531,16,17,29,31,36,23
2532,7,10,12,22,27,26
2533,4,32,33,47,55,39
2534,9,33,36,50,58,31
2535,7,10,22,23,52,29
2536,4,22,26,31,52,30
2537,19,28,30,37,53,36
2538,1,16,17,41,57,15
2539,1,11,20,25,27,2
2540,20,30,38,46,59,27
2541,16,22,30,51,58,25
2542,22,27,35,37,45,3
2543,20,21,23,38,42,6
2544,20,21,27,28,56,4
2545,10,41,44,48,56,4
2546,3,10,14,52,53,3
2547,6,38,43,47,48,27
2548,13,30,32,38,57,25
2549,11,30,45,47,48,10
2550,9,30,31,50,54,39
2551,8,11,18,29,36,6
2552,9,12,13,35,38,30
2553,14,22,27,32,49,5
2554,18,34,40,48,59,25
2555,4,9,14,39,43,38
2556,1,3,24,28,41,10
2557,1,6,10,13,20,32
2558,19,20,40,47,57,29
2559,2,7,29,55,58,27
2560,15,21,23,28,36,20
2561,37,51,52,53,58,38
2562,5,22,34,41,57,31
2563,13,34,40,47,57,11
2564,16,23,25,49,58,20
2565,12,22,25,28,44,24
2566,1,12,53,56,57,5
2567,11,34,41,49,55,20
2568,5,21,22,41,49,15
2569,6,14,32,38,52,20
2570,21,22,49,52,58,34
2571,4,36,40,44,52,33
2572,10,15,31,52,59,4
2573,5,13,17,45,54,12
2574,7,21,32,44,52,10
2575,14,20,24,39,49,7
2576,9,36,39,44,45,9
2577,24,26,45,48,55,8
2578,6,16,20,31,36,8
2579,17,21,37,41,50,1
2580,10,29,33,41,59,15
2581,7,9,14,45,49,23
2582,18,47,51,53,58,30
2583,4,17,35,50,57,12
2584,13,27,37,41,54,32
2585,7,8,19,26,36,15
2586,10,14,30,40,51,1
2587,5,8,29,37,38,34
2588,14,22,52,54,59,4
2589,17,22,36,37,52,24
2590,6,26,35,47,48,21
2591,6,15,20,26,31,9
2592,15,16,20,42,53,17
2593,15,32,43,44,46,19
2594,7,8,23,41,55,23
2595,8,11,15,32,50,27
2596,20,41,44,50,54,22
2597,20,27,29,56,58,31
2598,3,7,23,27,42,37
2599,5,14,38,39,52,6
2600,32,36,37,41,53,30
2601,8,32,49,51,52,23
2602,17,24,39,41,47,21
2603,13,23,25,35,43,15
2604,12,13,14,35,41,29
2605,1,5,12,13,58,21
2606,27,39,41,44,58,17
2607,14,34,37,46,55,37
2608,26,27,28,46,50,21
2609,4,13,18,49,59,5
2610,7,26,36,49,58,4
2611,32,42,50,58,59,31
2612,19,30,32,48,57,14
2613,8,12,14,22,29,22
2614,7,32,37,46,50,26
2615,10,11,14,45,51,17
2616,2,19,26,41,54,23
2617,3,11,26,46,51,23
2618,14,22,38,49,59,16
2619,6,16,34,45,51,4
2620,5,16,25,30,49,39
2621,5,15,25,30,40,6
2622,13,32,45,49,50,30
2623,2,20,21,38,50,22
2624,12,24,48,50,57,22
2625,41,42,52,54,57,30
2626,18,20,34,36,39,19
2627,7,8,20,25,29,11
2628,5,24,25,30,49,23
2629,17,37,40,51,56,25
2630,13,28,38,41,56,25
2631,4,16,18,51,53,23
2632,9,16,27,35,57,29
2633,18,23,36,47,59,36
2634,1,20,37,52,53,33
2635,1,21,23,30,43,11
2636,3,6,20,32,51,23
2637,14,24,31,43,51,27
2638,14,15,26,32,36,12
2639,10,25,32,34,47,5
2640,4,33,37,45,50,11
2641,25,34,41,46,49,29
2642,5,37,39,46,53,8
2643,2,5,38,43,59,8
2644,5,17,33,46,52,9
2645,4,6,16,22,32,11
2646,4,21,26,28,47,37
2647,26,50,51,52,57,37
2648,1,4,20,39,42,2
2649,19,42,50,53,56,39
2650,4,9,22,41,44,14
2651,9,32,38,52,53,15
2652,18,22,26,39,48,17
2653,16,18,24,51,53,16
2654,3,11,18,22,28,33
2655,5,9,37,42,53,27
2656,13,16,20,35,41,6
2657,15,26,27,42,58,37
2658,10,18,23,30,45,2
2659,16,20,22,32,37,9
2660,1,23,42,51,59,20
2661,5,6,12,16,21,7
2662,19,23,34,52,57,21
2663,23,30,31,35,42,6
2664,6,7,31,40,56,38
2665,19,30,32,37,40,37
2666,4,15,32,49,58,21
2667,7,8,12,22,31,18
2668,3,20,38,42,45,27
2669,6,19,36,50,59,13
2670,8,26,30,42,52,15
2671,15,22,30,37,48,12
2672,7,15,28,43,44,20
2673,16,22,26,27,59,5
2674,7,28,35,46,49,20
2675,1,6,48,52,56,9
2676,14,21,50,57,58,7
2677,2,9,33,41,54,14
2678,2,3,16,41,48,19
2679,10,20,23,47,54,26
2680,19,23,27,49,52,21
2681,16,26,29,41,45,1
2682,7,30,33,44,51,10
2683,3,7,13,34,47,30
2684,21,27,28,56,59,21
2685,1,6,44,49,55,36
2686,3,16,20,42,58,7
2687,17,32,42,49,56,11
2688,13,31,41,45,46,21
2689,2,15,39,44,56,15
2690,2,8,9,33,45,5
2691,5,10,22,45,49,37
2692,5,18,20,28,53,27
2693,7,24,30,32,44,18
2694,1,14,26,33,41,37
2695,5,10,18,23,32,4
2696,6,20,25,37,42,25
2697,20,26,38,46,54,23
2698,2,5,9,23,59,26
2699,8,25,34,39,46,34
2700,8,10,18,43,56,9
2701,23,31,33,38,52,24
